iata,name,city,country,lat,lng
TFI,Tufi Airport,Tufi,PG,-9.07595443726,149.319839478
TBE,Timbunke Airport,Timbunke,PG,-4.196633,143.519222
TWY,Tawa Airport,Tawa,PG,-7.4463,146.1067
TEO,Terapo Airport,Terapo Mission,PG,-8.16972222222,146.194444444
TKB,Tekadu Airport,Tekadu,PG,-7.6808,146.5503
UMC,Umba Airport,Umba,PG,-7.0214,145.966
URU,Uroubi Airport,Uroubi,PG,-9.5162,148.5591
UBI,Buin Airport,Buin,PG,-6.72916666667,155.683333333
AUV,Aumo Airport,Aumo,PG,-5.731111111110001,148.445277778
GLP,Gulgubip Airport,Gulgubip,PG,-5.2808,141.5411
UPR,Upiara Airport,Upiara,PG,-8.5411,142.6503
KUX,Kuyol Airport,,PG,-5.372361111110001,141.623888889
UVO,Uvol Airport,Uvol,PG,-6.0178,150.9557
TLW,Talasea Airport,Talasea,PG,-5.2726,150.0089
TCJ,Torembi Airport,Torembi,PG,-4.0165,143.1329
VAI,Vanimo Airport,Vanimo,PG,-2.6926,141.3028
TON,Tonu Airport,Tonu,PG,-6.6552,155.4326
WUV,Wuvulu Island Airport,Wuvulu Island,PG,-1.73611111111,142.836666667
WAO,Wabo Airport,Wabo,PG,-6.98944444444,145.075111111
WTT,Wantoat Airport,Wantoat,PG,-6.1325,146.467777778
WBM,Wapenamanda Airport,Wapenamanda,PG,-5.635293,143.892231
WAJ,Wawoi Falls Airport,Wavoi Falls,PG,-6.9523,142.6557
AGL,Wanigela Airport,Wanigela,PG,-9.3375,149.155556
WNU,Wanuma Airport,Wanuma,PG,-4.8961,145.3213
WBC,Wapolu Airport,Wapolu,PG,-9.3376,150.5093
WWK,Wewak International Airport,Wewak,PG,-3.58383011818,143.669006348
WOA,Wonenara Airport,Wonenara,PG,-6.796861111110001,145.891944444
WKN,Wakunai Airport,Wakunai,PG,-5.8603,155.2223
WSU,Wasu Airport,Wasu,PG,-5.96170944919,147.19822526
WTP,Woitape Airport,Fatima Mission,PG,-8.545833,147.2525
WUG,Wau Airport,Wau,PG,-7.345556,146.718611
YVD,Yeva Airport,Yeva,PG,-7.548,146.188
SMJ,Sim Airport,Sim,PG,-7.75,146.9273
TLO,Tol Airport,Tol,PG,-4.98083019257,152.009994507
WPM,Wipim Airport,Wipim,PG,-8.78822,142.882004
WEP,Weam Airport,Weam,PG,-8.6184,141.1381
AYY,Arugam Bay SPB,Pottuvil,LK,6.86,81.82388888890002
KYX,Yalumet Airport,Yalumet,PG,-6.09,147.0117
YEQ,Yenkis(Yankisa) Airport,,PG,-5.10972222222,143.917666667
TCK,Tinboli Airport,Tinboli,PG,-4.0949,143.3838
LNF,Munbil Airport,,PG,-4.855941,141.220165
RAX,Oram Airport,,PG,-9.632916666669997,148.048055556
KPE,Yapsiei Airport,,PG,-4.6280555555600005,141.094166667
KSX,Yasuru Airport,Yasuru,PG,-6.6015,146.1813
ZEN,Zenag Airport,Zenag,PG,-6.9522222222200005,146.61625
SWR,Silur Airport,Silur Mission,PG,-4.5298888888899995,153.054444444
WUM,Wasum Airport,Wasum,PG,-6.0491,149.337
SIZ,Sissano Airport,Sissano,PG,-2.99944444444,142.0445
OSG,Ossima Airport,Ossima,PG,-2.91555555556,141.297305556
ZXT,Zabrat Airport,Zabrat,AZ,40.494884,49.977065
HAE,Lava Falls Heliport,Supai Village,US,36.191600799599996,-113.092002869
AZB,Amazon Bay Airport,,PG,-10.2991666667,149.338333333
BAJ,Bali Airport,Unea Island,PG,-4.8833333333299995,149.133333333
BCW,Benguera Island Airport,Benguera Island,MZ,-21.8533,35.438301
BCZ,Milyakburra Airport,Bickerton Island,AU,-13.780833333299999,136.201666667
JAM,Bezmer Air Base,Bezmer,BG,42.454899,26.3522
JEG,Aasiaat Airport,Aasiaat,GL,68.721802,-52.784698
AOQ,Aappilattoq Heliport,Aappilattoq,GL,72.88703,-55.596287
AGM,Tasiilaq Heliport,Tasiilaq,GL,65.612296,-37.618335
LLU,Alluitsup Paa Heliport,Alluitsup Paa,GL,60.46445,-45.56917
QUV,Aappilattoq Heliport,Aappilattoq,GL,60.148357,-44.286916
JRK,Arsuk Heliport,Arsuk,GL,61.176828,-48.419698
QUW,Ammassivik Heliport,Ammassivik,GL,60.597376,-45.382445
QGQ,Attu Heliport,Attu,GL,67.940663,-53.62187
UAK,Narsarsuaq Airport,Narsarsuaq,GL,61.15958,-45.42469
JCH,Qasigiannguit Heliport,Qasigiannguit,GL,68.822816,-51.173447
CNP,Neerlerit Inaat Airport,Neerlerit Inaat,GL,70.743103,-22.650499
QFG,Eqalugaarsuit Heliport,Eqalugaarsuit,GL,60.61972,-45.914062
QFN,Narsarmijit Heliport,Narsarmijit,GL,60.004694,-44.656935
JGR,Kangilinnguit Heliport,Kangilinnguit,GL,61.22896,-48.09698
GOH,Nuuk International Airport,Nuuk,GL,64.191066,-51.67914
JGO,Qeqertarsuaq Heliport,Qeqertarsuaq,GL,69.251182,-53.514876
IKE,Ikerasak Heliport,Ikerasak,GL,70.498145,-51.303084
QFI,Iginniarfik Heliport,Iginniarfik,GL,68.14583,-53.16916
QRY,Ikerassaarsuk Heliport,Ikerassaarsuk,GL,68.140881,-53.441459
XIQ,Ilimanaq Heliport,Ilimanaq,GL,69.080915,-51.114315
IUI,Innarsuit Heliport,Innarsuit,GL,73.199895,-56.010817
IOQ,Isortoq Heliport,Isortoq,GL,65.547792,-38.976552
QJI,Ikamiut Heliport,Ikamiut,GL,68.634253,-51.832262
JAV,Ilulissat Airport,Ilulissat,GL,69.243202,-51.057098
QPW,Kangaatsiaq Heliport,Kangaatsiaq,GL,68.312657,-53.460208
KUS,Kulusuk Airport,Kulusuk,GL,65.573601,-37.1236
KUZ,Kuummiut Heliport,Kuummiut,GL,65.863935,-36.997919
KHQ,Kullorsuaq Heliport,Kullorsuaq,GL,74.57805,-57.226828
KGQ,Kangersuatsiaq Heliport,Kangersuatsiaq,GL,72.381092,-55.536586
QJE,Kitsissuarsuit Heliport,Kitsissuarsuit,GL,68.857926,-53.123295
IOT,Illorsuit Heliport,Illorsuit,GL,71.241944,-53.562877
JSU,Maniitsoq Airport,Maniitsoq,GL,65.412498,-52.9394
JNN,Nanortalik Heliport,Nanortalik,GL,60.141884,-45.232977
JUU,Nuugaatsiaq Heliport,Nuugaatsiaq,GL,71.538769,-53.205038
JNS,Narsaq Heliport,Narsaq,GL,60.917283,-46.059923
NIQ,Niaqornat Heliport,Niaqornat,GL,70.789385,-53.662945
NSQ,Nuussuaq Heliport,Nuussuaq,GL,74.109853,-57.065037
JFR,Paamiut Airport,Paamiut,GL,62.014736,-49.670937
PQT,Qeqertaq Heliport,Qeqertaq,GL,69.995861,-51.300917
NAQ,Qaanaaq Airport,Qaanaaq,GL,77.488602,-69.388702
QJH,Qassimiut Heliport,Qassimiut,GL,60.780959,-47.156249
OBY,Ittoqqortoormiit Heliport,Ittoqqortoormiit,GL,70.488229,-21.97168
SFJ,Kangerlussuaq International Airport,Kangerlussuaq,GL,67.010446,-50.715294
SGG,Sermiligaaq Heliport,Sermiligaaq,GL,65.90592,-36.378254
SRK,Siorapaluk Heliport,Siorapaluk,GL,77.786517,-70.638657
QOQ,Saarloq Heliport,Saarloq,GL,60.537778,-46.024722
JHS,Sisimiut Airport,Sisimiut,GL,66.951302,-53.729301
SAE,Saattut Heliport,Saattut,GL,70.811172,-51.63129
SVR,Savissivik Heliport,Savissivik,GL,76.018613,-65.117683
TQA,Tasiusaq Heliport,Tasiusaq,GL,73.373055,-56.06028
THU,Pituffik Space Base,Pituffik,GL,76.53063,-68.700541
TQI,Tiniteqilaaq Heliport,Tiniteqilaaq,GL,65.892027,-37.783409
XEQ,Tasiusaq Heliport,Tasiusak,GL,60.194305,-44.813447
JUV,Upernavik Airport,Upernavik,GL,72.790199,-56.1306
UMD,Uummannaq Heliport,Uummannaq,GL,70.680428,-52.11163
JQA,Qaarsut Airport,Uummannaq,GL,70.7342,-52.696201
JUK,Ukkusissat Heliport,Ukkusissat,GL,71.049438,-51.890016
BHL,Bahía de los Ángeles Airport,Ensenada,MX,28.9786,-113.560997
BHT,Brighton Downs Airport,Brighton Downs,AU,-23.363333,141.562778
AEY,Akureyri International Airport,Akureyri,IS,65.656573,-18.072018
BIU,Bildudalur Airport,Bildudalur,IS,65.641296,-23.5462
BGJ,Borgarfjörður eystri Airport,Borgarfjörður eystri,IS,65.516769,-13.81578
BLO,Blönduós Airport,Blönduós,IS,65.644997,-20.2875
BXV,Breiðdalsvík Airport,Breiðdalsvík,IS,64.790037,-14.043927
DJU,Djúpivogur Airport,Djúpivogur,IS,64.642372,-14.277297
EGS,Egilsstaðir Airport,Egilsstaðir,IS,65.2833023071289,-14.401399612426758
FAG,Fagurhólsmýri Airport,Fagurhólsmýri,IS,63.874699,-16.6411
GUU,Grundarfjörður Airport,Grundarfjörður,IS,64.991402,-23.224701
GJR,Gjögur Airport,Gjögur,IS,65.9953,-21.3269
GRY,Grímsey Airport,Grímsey/Sandvík,IS,66.5458,-18.0173
HVK,Hólmavík Airport,Hólmavík,IS,65.704697,-21.6964
HFN,Hornafjörður Airport,Höfn,IS,64.295601,-15.2272
HZK,Húsavík Airport,Húsavík,IS,65.952301,-17.426001
IFJ,Ísafjörður Airport,Ísafjörður,IS,66.058098,-23.1353
KEF,Keflavik International Airport,Reykjavík,IS,63.985001,-22.6056
OPA,Kópasker Airport,Kópasker,IS,66.310799,-16.4667
SAK,Sauðárkrókur Airport,Sauðárkrókur,IS,65.73169708249999,-19.572799682599996
NOR,Norðfjörður Airport,Norðfjörður,IS,65.131897,-13.7464
RHA,Reykhólar Airport,Reykhólar,IS,65.45262908935547,-22.20611572265625
OLI,Rif Airport,Rif,IS,64.911377,-23.818205
RFN,Raufarhöfn Airport,Raufarhöfn,IS,66.406403,-15.9183
RKV,Reykjavík Domestic Airport,Reykjavík,IS,64.128732,-21.93759
MVA,Mývatn Airport,Myvatn,IS,65.6558,-16.9181
SIJ,Siglufjörður Airport,Siglufjörður,IS,66.137847,-18.908157
SYK,Stykkishólmur Airport,Stykkishólmur,IS,65.058851,-22.764616
TEY,Þingeyri Airport,Þingeyri,IS,65.8703,-23.559999
THO,Þórshöfn Airport,Þórshöfn,IS,66.218459,-15.334739
VEY,Vestmannaeyjar Airport,Vestmannaeyjar,IS,63.42430114746094,-20.278900146484375
VPN,Vopnafjörður Airport,Vopnafjörður,IS,65.720596,-14.8506
BJE,Baleela Airport,Baleela Base Camp,SD,11.199444444400001,28.5230555556
BJQ,Bahja Airport,Bahja,OM,19.8730555556,56.067777777799996
BJT,Bentota River Waterdrome,Bentota,LK,6.431,79.996
PRN,Priština Adem Jashari International Airport,Prishtina,XK,42.5728,21.035801
BMQ,Bamburi Airport,Bamburi,KE,-3.98138,39.73112
BNF,Baranof Warm Springs Float and Seaplane Base,Baranof,US,57.088799,-134.833146
BNV,Boana Airport,Boana,PG,-6.426631,146.826697
BVL,Baures Airport,Baures,BO,-13.654426,-63.704718
BOV,Boang Airport,Boang Island,PG,-3.3834,153.2812
BQV,Bartlett Cove Seaplane Base,Gustavus,US,58.4552,-135.884995
CJZ,Pedro Vieira Moreira Airport,Cajazeiras,BR,-6.8827,-38.61583
VDC,Glauber de Andrade Rocha Airport,Vitória da Conquista,BR,-14.907885,-40.914804
CMP,Santana do Araguaia Airport,Santana do Araguaia,BR,-9.319906,-50.328536
AAI,Arraias Airport,Arraias,BR,-13.025154,-46.884107
ITN,Tertuliano Guedes de Pinho Airport,Itabuna,BR,-14.8105,-39.290401
LEP,Leopoldina Airport,Leopoldina,BR,-21.468226,-42.727076
CPU,Cururupu Airport,Cururupu,BR,-1.820006,-44.864065
CTQ,Santa Vitória do Palmar Airport,Santa Vitória do Palmar,BR,-33.502038,-53.344911
APY,Alto Parnaíba Airport,Alto Parnaíba,BR,-9.08533,-45.955603
JRN,Juruena Airport,Juruena,BR,-10.314114,-58.494877
MTG,Vila Bela da Santíssima Trindade Airport,Vila Bela Da Santíssima Trindade,BR,-14.995499,-59.945662
ALT,Alenquer Municipal Airport,Alenquer,BR,-1.917,-54.7231
NSB,Bimini North Seaplane Base,Bimini,BS,25.767,-79.25
BSV,Besakoa Airport,Besakoa,MG,-15.6725,47.061667
BTZ,Betong International Airport,Betong,TH,5.79,101.15
HUK,Hukuntsi Airport,Hukuntsi,BW,-23.9897,21.758101
BWJ,Bawan Airport,,PG,-6.396944444440001,146.881666667
BXL,Blue Lagoon Seaplane Base,Nanuya Lailai Island,FJ,-16.943,177.368
TXC,Orsha Airport - Balbasovo Air Base,Orsha,BY,54.439999,30.2967
BYA,Boundary Airport,Boundary,US,64.077678,-141.122088
BYL,Bella Yella Airport,Beliyela,LR,7.36916666667,-9.99372222222
BYV,Beira Lake Seaplane Base,Colombo,LK,6.9294444444400005,79.85416666670001
BCV,Hector Silva Airstrip,Belmopan,BZ,17.269603,-88.776496
BGK,Big Creek Airport,Big Creek,BZ,16.519369,-88.407913
CUK,Caye Caulker Airport,Caye Caulker,BZ,17.735015,-88.032862
CYC,Caye Chapel Airport,Caye Chapel,BZ,17.683792,-88.044985
CZH,Corozal Airport,Corozal,BZ,18.3822,-88.411903
DGA,Dangriga Airport,Dangriga,BZ,16.98251,-88.230988
INB,Independence Airport,Independence,BZ,16.53456,-88.441615
MDB,Melinda Airport,Hope Creek,BZ,16.998419,-88.318191
ORZ,H.E Alfredo Martinez (Tower Hill) Airstrip,Orange Walk,BZ,18.046767,-88.583858
PND,Punta Gorda Airport,Punta Gorda,BZ,16.1024,-88.808296
SJX,Sartaneja Airport,Sartaneja,BZ,18.3561,-88.130798
SPR,John Greif II Airport,San Pedro,BZ,17.9139,-87.9711
SQS,Matthew Spain Airport,Spanish Lookout,BZ,17.185898,-89.009936
STU,Santa Cruz Airport,Santa Cruz,BZ,18.2721004486084,-88.456298828125
SVK,Silver Creek Airport,Silver Creek,BZ,16.728338,-88.369174
TZA,Sir Barry Bowen Municipal Airport,Belize City,BZ,17.517239,-88.195775
BZB,Bazaruto Island Airport,Bazaruto Island,MZ,-21.5411,35.4729
BZM,Bemolanga Airport,Bemolanga,MG,-17.6925,45.0888333333
PFM,Primrose Airport,Primrose,CA,55.390002,-111.1198
YSV,Saglek Airport,Saglek,CA,58.474312,-62.653999
YRR,Stuart Island Airstrip,Big Bay,CA,50.409447,-125.131617
YMV,Mary River Aerodrome,Mary River,CA,71.324167,-79.356944
YHC,Hakai Passage Water Aerodrome,Hecate Island,CA,51.669733,-128.08181
YMF,Montague Harbour Seaplane Base,Galiano Island,CA,48.89225,-123.39215
PYS,Paradise Skypark Airport,Paradise,US,39.71029,-121.616528
YBW,Bedwell Harbour Seaplane Base,Bedwell Harbour,CA,48.75,-123.233002
YTP,Tofino Harbour Seaplane Base,Tofino,CA,49.155,-125.91
CBA,Alpine Heliport,West Kelowna,CA,49.8636,-119.568045
ZNA,Nanaimo Harbour Water Aerodrome,Nanaimo,CA,49.169813,-123.933845
YZZ,Trail Regional Airport,Trail,CA,49.055599,-117.609001
YMB,Merritt Airport,Merritt,CA,50.122504,-120.745368
YHH,Campbell River Seaplane Base,Campbell River,CA,50.049999,-125.25
YWS,Whistler/Green Lake Water Aerodrome,Whistler,CA,50.1436004639,-122.948997498
YBF,Bamfield Seaplane Base,Bamfield,CA,48.835967,-125.137453
YIG,Big Bay Seaplane Base,Stuart Island,CA,50.3923,-125.1372
CJH,Chilko Lake (Tsylos Park Lodge) Airport,Chilko Lake,CA,51.625797,-124.144478
YPT,Pender Harbour Seaplane Base,Sunshine Coast,CA,49.623785,-124.024884
ZOF,Ocean Falls Seaplane Base,Ocean Falls,CA,52.3666992188,-127.717002869
YCA,Courtenay Airpark,Courtenay,CA,49.679237,-124.98064
CFQ,Creston Valley Regional Airport - Art Sutcliffe Field,Creston,CA,49.03689956665,-116.49800109863
YAA,Anahim Lake Airport,Anahim Lake,CA,52.451501,-125.303776
DGF,Douglas Lake Airport,Douglas Lake,CA,50.1654600485,-120.171273351
JHL,Fort MacKay/Albian Aerodrome,Albian Village,CA,57.223899841299996,-111.418998718
ZTS,Tahsis Seaplane Base,Tahsis,CA,49.92,-126.655
DUQ,Duncan Airport,Duncan,CA,48.754534,-123.709702
YHS,Sechelt-Gibsons Airport,Sechelt,CA,49.460601806599996,-123.71900177
YKK,Kitkatla Seaplane Base,Kitkatla,CA,53.7999992371,-130.432998657
ZQS,Queen Charlotte City Seaplane Base,Queen Charlotte,CA,53.25282,-132.074214
WPL,Powell Lake Seaplane Base,Powell River,CA,49.887335,-124.53372
XQU,Qualicum Beach Airport,Qualicum Beach,CA,49.337456,-124.393086
YMP,Port McNeill Airport,Port McNeill,CA,50.57348,-127.027702
YRN,Rivers Inlet Seaplane Base,Rivers Inlet,CA,51.683985,-127.264044
YTG,Sullivan Bay Seaplane Base,Sullivan Bay,CA,50.885359,-126.831069
YMU,Mansons Landing Seaplane Base,Mansons Landing,CA,50.07137,-124.98362
YAV,Mayne Island Seaplane Base,Miners Bay,CA,48.852241,-123.301982
YSX,Bella Bella/Shearwater Seaplane Base,Bella Bella,CA,52.150002,-128.08299
YGG,Ganges Seaplane Base,Salt Spring Island,CA,48.8545,-123.4969
YTB,Hartley Bay Seaplane Base,Hartley Bay,CA,53.416698,-129.25
YZA,Cache Creek-Ashcroft Regional Airport,Cache Creek,CA,50.775258,-121.321314
ZEL,Bella Bella (Campbell Island) Airport,Bella Bella,CA,52.185001,-128.156994
CBC,Cherrabun Airport,,AU,-18.917777777800005,125.537777778
YPB,Alberni Valley Regional Airport,Port Alberni,CA,49.321899,-124.931
YBO,Bob Quinn Lake Airport,Bob Quinn Lake,CA,56.966702,-130.25
TNS,Tungsten (Cantung) Airport,Tungsten,CA,61.956901550293,-128.20300292969
TUX,Tumbler Ridge Airport,Tumbler Ridge,CA,55.025001525879,-120.93499755859
YWM,Williams Harbour Airport,Williams Harbour,CA,52.567377,-55.784883
YSO,Postville Airport,Postville,CA,54.9105,-59.78507
YBI,Black Tickle Airport,Black Tickle,CA,53.469836,-55.787501
YHG,Charlottetown Airport,Charlottetown,CA,52.765774,-56.11237
YFX,St. Lewis (Fox Harbour) Airport,St. Lewis,CA,52.372799,-55.673901
YHA,Port Hope Simpson Airport,Port Hope Simpson,CA,52.528099060058594,-56.28609848022461
YRG,Rigolet Airport,Rigolet,CA,54.1796989440918,-58.45750045776367
KGN,Kasongo-Lunda Airport,Kasongo-Lunda,CD,-6.468027,16.805012
DVK,Diavik Airport,Diavik,CA,64.5113983154,-110.289001465
JOJ,Doris Lake,Hope Bay,CA,68.1252746582,-106.585281372
ZFW,Fairview Airport,Fairview,CA,56.081401825,-118.434997559
YJP,Jasper-Hinton Airport,Hinton,CA,53.319199,-117.752998
YLE,Whatì Airport,Whatì,CA,63.131699,-117.246002
YDC,Drayton Valley Industrial Airport,Drayton Valley,CA,53.265800476074,-114.95999908447
NML,Fort McMurray / Mildred Lake Airport,Fort McMurray,CA,57.0555992126,-111.573997498
CFM,Conklin (Leismer) Airport,Conklin,CA,55.695301,-111.278999
KWD,Kavadja Airport,Kavadja,CF,7.964938,23.526018
GSL,Taltheilei Narrows Airport,Taltheilei Narrows,CA,62.5980987549,-111.542999268
XMP,Macmillan Pass Airport,Macmillan Pass,CA,63.181098938,-130.20199585
DAS,Great Bear Lake Airport,Great Bear Lake,CA,66.703053,-119.716816
YFI,Fort Mackay / Firebag,Suncor Energy Site,CA,57.275833,-110.976666
YOE,Donnelly Airport,Donnelly,CA,55.7094,-117.094002
TIL,Cheadle Airport,Cheadle,CA,51.057498931885,-113.62400054932
OKG,Okoyo Airport,Okoyo,CG,-1.4483300447464,15.073300361633
CGA,Craig Seaplane Base,Craig,US,55.478802,-133.147995
CGG,Casiguran Airport,Casiguran,PH,16.1941,122.0651
GHK,Gahcho Kue,Kennedy Lake,CA,63.435198,-109.144812
CHP,Circle Hot Springs Airport,Circle Hot Springs,US,65.485496521,-144.610992432
LRQ,Laurie River Airport,Laurie River,CA,56.2486000061,-101.304000854
YDJ,Hatchet Lake Airport,Hatchet Lake,CA,58.662498474121,-103.53800201416
YDU,Kasba Lake Airport,Kasba Lake,CA,60.291900634766,-102.50199890137
YFL,Fort Reliance Seaplane Base,Fort Reliance,CA,62.7,-109.167
XCL,Cluff Lake Airport,Cluff Lake,CA,58.3911018372,-109.51599884
YKE,Knee Lake Airport,Knee Lake,CA,54.915298,-94.798103
SUR,Summer Beaver Airport,Summer Beaver,CA,52.70859909057617,-88.54190063476562
CKD,Crooked Creek Airport,Crooked Creek,US,61.870315,-158.137636
YTT,Tisdale Airport,Tisdale,CA,52.836700439453,-104.06700134277
YAX,Wapekeka Airport,Angling Lake,CA,53.84920120239258,-89.57939910888672
WNN,Wunnumin Lake Airport,Wunnumin Lake,CA,52.893902,-89.2892
YBS,Opapimiskan Lake Airport,Opapimiskan Lake,CA,52.6067008972,-90.3768997192
YNO,North Spirit Lake Airport,North Spirit Lake,CA,52.4900016784668,-92.97109985351562
CKR,Crane Island Airstrip,Crane Island,US,48.5978,-122.9979
CKU,Cordova Municipal Airport,Cordova,US,60.5438995361,-145.727005005
YDW,North of Sixty Airport,Obre Lake,CA,60.315719,-103.131324
CKX,Chicken Airport,Chicken,US,64.066495,-141.951342
CMT,New Cametá Airport,Cametá,BR,-2.2468,-49.56
CMZ,Caia Airport,Caia,MZ,-17.8331,35.3341
ZKL,Zigong Fengming Airport,Zigong (Gongjing),CN,29.376484,104.625789
BZX,Bazhong Enyang Airport,Bazhong,CN,31.73842,106.644872
DFA,Shangluo Airport,Shangluo (Danfeng),CN,33.708533,110.249284
HSC,Shaoguan Danxia Airport,Shaoguan,CN,24.9786,113.420998
JGS,Jinggangshan Airport,Ji'an,CN,26.856899,114.737
HNG,Hainanzhou Gonghe Airport,Hainan (Gonghe),CN,36.3367,100.480003
JNH,Jiaxing Nanhu Airport,"Xiuzhou, Hangzhou",CN,30.698056,120.663056
DWS,Morin Dawa Banner Airport,Hulunbuir,CN,48.38745,124.43127
LCT,Shijiazhuang Luancheng Airport,Shijiazhuang,CN,37.91305,114.59166
WHN,Wuhan Hannan Municipal Airport,Wuhan (Hannan),CN,30.25521,114.062805
PFA,Harbin Pingfang Airport,Harbin,CN,45.59886,126.65808
PNJ,Penglai Shahekou Airport,Yantai,CN,37.80473,120.80954
CBZ,Binzhou Dagao General Aviation Airport,Binzhou,CN,37.61055,117.885699
DDR,Shigatse Tingri Airport,Xigazê (Dingri),CN,28.604567,86.798
HQL,Tashikuergan Hongqilafu Airport,Tashikuergan,CN,37.661333,75.288877
HEW,Dongyang Hengdian General Airport,Jinhua (Dongyang),CN,29.122619,120.24289
JDE,Jiande Qiandaohu General Airport,Hangzhou,CN,29.360905,119.180829
HLJ,Zhaodong Beidahuang General Airport,Suihua,CN,46.12779,125.77354
TYC,Taiyuan Yaocheng Airport,Taiyuan,CN,37.50312,112.424126
WRH,Wuerhe Airport,Orku,CN,46.01761,85.657436
JRJ,Ganzhou Ruijin Airport,Ganzhou,CN,25.960236,116.077016
APJ,Ali Pulan Airport,Burang Town,CN,30.397898,81.13317
ZFL,Zhaosu Tianma Airport,Zhaosu,CN,43.088477,81.223013
YEH,Yinchuan Yueyahu Airport,Yinchuan,CN,38.588095,106.539788
LCS,Longchuan Guangsong Airport,Dehong (Longchuan),CN,24.26652,97.9048
LFH,Lanping Fenghua General Airport,Lanping Bai,CN,26.64518,99.54419
ZGN,Zhongshan Ferry Port,Zhongshan,CN,22.519296,113.361307
BZJ,Bozhou Airport (under construction),Bozhou,CN,33.560777,115.911859
BKV,Bailing Airport,Bailingmiao,CN,41.656944,110.3125
HJB,Hejing Bayinbuluke Airport,Hejing,CN,42.976395,83.995543
OTQ,Otog Front Banner Oljoq Airport,Otog Front Banner,CN,38.1712,107.3905
JBK,Qitai Jiangbulake Airport,Qitai,CN,44.166086,89.55014
ZAT,Zhaotong Zhaoyang Airport （Not fully opened),Zhaotong,CN,27.205843,103.691511
LIJ,Lishui Airport,Lishui (Liandu),CN,28.3727,119.839
YHJ,Nanchang Yaohu Airport,Nanchang,CN,28.700972,116.107694
OTO,Otog Banner Wulan Airport,Wulan,CN,39.03139,107.98889
NAY,Beijing Nanyuan Airport,Beijing,CN,39.782158,116.386299
BFY,Bengbu Tenghu Airport,Bengbu,CN,33.166292,117.058344
XBE,Bearskin Lake Airport,Bearskin Lake,CA,53.965599060058594,-91.0271987915039
YNP,Natuashish Airport,Natuashish,CA,55.913898,-61.184399
YWR,White River Seaplane Base,White River,CA,48.6269,-85.223297
YPD,Parry Sound Area Municipal Airport,Parry Sound,CA,45.2575,-79.829697
XBR,Brockville - Thousand Islands Regional Tackaberry Airport,Brockville,CA,44.6394004822,-75.7502975464
KIF,Kingfisher Lake Airport,Kingfisher Lake,CA,53.01250076293945,-89.85530090332031
LCR,Virgilio Barco Vargas (La Chorrera) Airport,La Chorrera,CO,-1.456361,-72.801086
YEB,Bar River Airport,Echo Bay,CA,46.421233,-84.096478
CPI,Cape Orford Airport,,PG,-5.44833333333,152.081944444
YSI,Parry Sound/Frying Pan Island-Sans Souci Seaplane Base,Frying Pan Island,CA,45.173302,-80.137497
KEW,Keewaywin Airport,Keewaywin,CA,52.9911,-92.836403
ACO,Cóbano Airport,Cóbano,CR,9.693365,-85.091216
KFM,Kirby Lake Airport,Kirby Lake,CA,55.355598,-110.637001
YSA,Sable Island Airport.,Sable Island,CA,43.928235,-59.948986
YLS,Lebel-sur-Quevillon Airport,Lebel-sur-Quévillon,CA,49.0303001404,-77.0171966553
YNX,Snap Lake Airport,Snap Lake Mine,CA,63.593601,-110.905998
SSQ,La Sarre Airport,La Sarre,CA,48.917198181152,-79.178596496582
YKU,Chisasibi Airport,Chisasibi,CA,53.805599212646484,-78.91690063476562
ZTB,Tête-à-la-Baleine Airport,Tête-à-la-Baleine,CA,50.674400329589844,-59.38359832763672
ZKG,Kégashka Airport,Côte-Nord-du-Golfe-du-Saint-Laurent,CA,50.195801,-61.2658
YWQ,Chute-Des-Passes/Lac Margane Seaplane Base,Chutes-des-Passes,CA,49.9434,-71.138
CTP,Carutapera Airport,Carutapera,BR,-1.225365,-46.019057
